id_cliente,fecha_registro,edad,genero,region,estado_civil,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,uso_app,tipo_plan,num_productos,tiene_tarjeta_credito,canal_registro,dia_semana_registro,hora_registro,codigo_postal,abandono
5524,2020-02-14,62,Femenino,Norte,Casado,1154747.6749310635,318967.29969801445,1956424.2966550211,722.8761719611825,13,5,290,Medio,Premium,4,1,Web,Miercoles,9,6819,0
5525,2021-07-09,50,Otro,Norte,Divorciado,985668.295913313,335276.7139683865,1541753.108346636,553.1437674135404,13,9,228,Alto,Estandar,1,1,Web,Lunes,0,2168,1
5526,2018-04-05,27,Masculino,Sur,Casado,788092.5128671222,538480.0404380048,1768332.979283947,480.6920078508712,40,16,111,Medio,Premium,3,1,App,Sabado,16,4945,0
5527,2019-08-09,37,Masculino,Sur,Soltero,420686.97404132434,629305.7504557049,1942728.3335393504,539.9855930805843,109,6,189,Medio,Premium,3,1,Web,Sabado,0,2251,1
5528,2022-03-30,30,Masculino,Norte,Casado,755277.8675416735,241630.1819495829,-53574.64451374137,605.5584389365632,85,18,114,Medio,Basico,1,1,Tienda,Viernes,18,3244,0
5529,2021-04-11,69,Masculino,Sur,Divorciado,672949.1927258474,591361.5953112924,4114574.236505655,699.5339687976029,82,11,253,Alto,Premium,2,1,App,Domingo,18,1824,1
5530,2022-09-05,50,Femenino,Centro,Divorciado,236664.74009615555,514551.5415716317,1451493.1934014962,642.3981881041775,108,9,290,Medio,Estandar,1,1,Tienda,Miercoles,21,8396,1
5531,2020-07-08,33,Masculino,Centro,Casado,1396133.6011609081,455599.38364263234,1607719.7042878962,542.9528481171225,77,19,185,Bajo,Estandar,1,1,Tienda,Sabado,14,8809,0
5532,2018-11-02,77,Otro,Sur,Soltero,733020.7182282016,414969.9391754152,2120917.259668741,689.9147220140856,28,16,276,Bajo,Estandar,1,0,App,Domingo,10,4984,0
5533,2021-09-02,66,Masculino,Centro,Divorciado,626125.4388922406,499197.6222840434,2800125.5455340873,639.1242318842794,26,7,229,Bajo,Estandar,4,1,Web,Jueves,1,5513,1
5534,2019-12-19,41,Femenino,Centro,Soltero,1099020.8948980817,533421.4468507103,2866616.0712193665,702.6677455859735,8,9,270,Medio,Basico,4,0,Tienda,Viernes,19,5629,1
5535,2019-06-27,66,Femenino,Centro,Casado,782329.5163141779,685431.0274171348,1722255.627930001,556.5673348382794,93,18,198,Medio,Premium,4,1,Web,Jueves,19,9619,1
5536,2022-04-01,58,Otro,Norte,Casado,625165.5709756748,162992.83819646022,2945375.2003694735,507.97652944675247,65,11,122,Medio,Estandar,3,1,Tienda,Viernes,18,3004,0
5537,2019-02-11,62,Masculino,Sur,Soltero,652447.435833039,605292.7709042537,2373046.9050426516,595.5438436918924,65,8,204,Alto,Basico,5,0,Web,Miercoles,1,9159,0
5538,2021-03-10,66,Femenino,Norte,Divorciado,979115.7869098521,562822.2977274986,2098627.093895367,705.1753253908307,29,10,117,Medio,Premium,1,1,Web,Sabado,18,1107,0
5539,2020-08-09,23,Femenino,Sur,Casado,972182.64707299,45564.1964065521,2338883.6887133447,,69,8,198,Bajo,Premium,5,1,Web,Sabado,20,1630,0
5540,2021-02-05,25,Femenino,Centro,Casado,991513.2002642854,496981.04421316297,2361514.7658064575,636.861086204275,93,11,342,Medio,Premium,1,1,App,Martes,9,1805,1
5541,2018-11-13,54,Otro,Norte,Soltero,545055.2318569827,212064.05041100012,1453445.365484022,790.008945344684,109,11,277,Medio,Premium,4,0,App,Jueves,17,1087,0
5542,2019-05-19,60,Femenino,Sur,Casado,927692.5437078148,694516.6837446445,1747933.6130766468,776.4851035348488,24,13,262,Bajo,Premium,5,0,Web,Viernes,6,2495,0
5543,2022-09-11,55,Masculino,Sur,Soltero,1021801.1417103277,546946.161741102,2096815.3798587197,623.513533329789,35,10,250,Bajo,Premium,2,1,Tienda,Domingo,17,7692,0
5544,2023-05-04,57,Otro,Sur,Soltero,1041398.8617789109,447589.24462623993,1876280.6274340735,458.0805150900634,119,7,301,Alto,Premium,1,0,Web,Lunes,15,1261,1
5545,2022-02-26,28,Femenino,Centro,Divorciado,685414.9699798464,453652.3468069281,917559.1592265526,603.9135396029372,43,4,294,Medio,Estandar,5,0,Tienda,Viernes,16,3041,0
5546,2021-04-27,56,Femenino,Centro,Soltero,1127300.9438884722,239510.6098734328,2517858.564475877,614.5368939062896,93,13,58,Medio,Premium,1,1,Tienda,Lunes,8,3205,0
5547,2022-12-25,62,Otro,Sur,Casado,731883.2242056185,148367.6114383387,2144271.674485604,479.5262957265851,105,18,160,Alto,Premium,3,0,Web,Domingo,8,2063,0
5548,2019-10-08,22,Femenino,Centro,Casado,1029104.7959944922,580830.8506402867,2434025.4626395395,510.1183708024532,33,18,308,Bajo,Estandar,2,1,Tienda,Domingo,8,8279,1
5549,2022-07-05,48,Femenino,Norte,Divorciado,881342.8939587849,451825.0552705593,3312968.065022164,489.1876170336865,13,17,154,Alto,Premium,5,0,Tienda,Domingo,2,6449,0
5550,2018-05-08,30,Otro,Sur,Soltero,1108137.9608684047,120799.02441115986,1176389.8996300749,461.33636790677167,10,4,151,Bajo,Premium,5,1,Tienda,Viernes,15,4887,1
5551,2019-02-25,33,Femenino,Centro,Divorciado,875587.7502386409,380001.5251826246,1488154.355183534,656.0128912861122,65,13,204,Bajo,Estandar,4,0,App,Jueves,4,1115,0
5552,2020-01-30,67,Otro,Norte,Soltero,790083.1740023042,301184.4143830827,1141936.9809153555,516.8581108326924,94,18,28,Alto,Estandar,5,0,App,Lunes,16,1934,0
5553,2019-04-11,65,Masculino,Centro,Divorciado,530881.4270501956,347930.0374847458,2297605.831793386,740.318093862599,7,1,332,Alto,Estandar,5,1,Tienda,Viernes,2,1029,0
5554,2020-04-07,48,Otro,Norte,Soltero,881687.5451987963,196119.14529664343,2265241.890178308,452.3800317833901,3,9,198,Medio,Premium,5,1,Web,Martes,18,9401,1
5555,2018-01-01,51,Femenino,Centro,Soltero,814110.2146023283,572203.0912795706,2211102.6433675415,819.7019135170548,102,2,208,Medio,Estandar,3,0,App,Sabado,9,5179,0
5556,2022-11-09,42,Masculino,Sur,Casado,863940.1741558367,441527.25031358877,1963733.817575,579.345356571947,29,18,34,Medio,Basico,4,0,Web,Miercoles,21,5194,0
5557,2018-11-16,71,Masculino,Centro,Soltero,671616.5300825433,372976.6836861566,919521.9111643874,525.7627542685452,116,15,113,Medio,Basico,5,0,App,Martes,7,2536,0
5558,2018-03-29,51,Otro,Sur,Soltero,506641.6556442364,461011.4895719901,833643.9982327409,437.4613292536991,90,9,330,Medio,Premium,3,0,Tienda,Lunes,23,9293,1
5559,2019-04-06,24,Femenino,Norte,Casado,690164.4083607284,448039.5457172963,2256264.220521019,622.1249713126163,51,11,101,Bajo,Estandar,4,0,App,Viernes,7,5420,0
5560,2021-09-17,44,Masculino,Centro,Casado,654941.5473498617,429135.60493845574,3234130.1244877437,547.9544208608935,119,1,162,Alto,Basico,1,1,App,Sabado,23,7059,0
5561,2022-03-08,34,Masculino,Sur,Casado,934354.1584623234,351363.1535027455,577638.757258062,755.484325965693,110,9,55,Bajo,Estandar,2,1,App,Miercoles,7,8954,0
5562,2021-02-07,46,Femenino,Norte,Divorciado,997435.5722297335,58283.798982833105,1762912.9578004945,437.144558195424,2,17,235,Medio,Premium,5,0,Web,Domingo,1,5046,0
5563,2021-03-29,74,Otro,Sur,Divorciado,576688.6664957565,312362.9273375891,3179431.015615414,756.010733404664,43,7,171,Alto,Estandar,3,1,App,Jueves,18,2527,0
5564,2018-01-03,43,Femenino,Centro,Divorciado,556877.1343429748,590428.8663670426,2415741.8412964605,763.7058695118418,105,6,20,Bajo,Estandar,1,1,Tienda,Jueves,3,2494,0
5565,2022-04-23,35,Masculino,Sur,Casado,,432826.7617869056,2443516.0872288737,596.1482317076574,110,16,250,Bajo,Premium,4,1,Web,Martes,9,1768,1
5566,2021-11-06,52,Masculino,Centro,Divorciado,980813.1304047273,401848.2491581451,1718153.2650356283,656.7483373002829,62,16,290,Alto,Premium,2,1,Tienda,Jueves,1,3564,0
5567,2021-11-18,51,Otro,Norte,Divorciado,826162.6500700417,430901.3335888792,801488.8691275544,498.18399295455254,15,11,325,Medio,Basico,1,1,Web,Miercoles,14,8959,1
5568,2020-02-18,76,Masculino,Norte,Casado,,343737.17392975726,344745.7446732514,728.9043958515714,31,6,60,Medio,Basico,4,1,Web,Viernes,14,3434,0
5569,2018-04-21,70,Masculino,Centro,Casado,444060.72028502246,157163.54821459693,2370003.785538143,572.5645224624864,63,12,84,Medio,Estandar,3,1,App,Miercoles,8,8369,0
5570,2021-07-26,55,Femenino,Norte,Divorciado,1075897.7656073663,184452.9210228194,4097874.0980505953,501.5979714304824,101,18,255,Bajo,Premium,2,0,App,Miercoles,14,6309,0
5571,2021-07-14,40,Otro,Centro,Soltero,890735.8758954132,470380.2730217907,2801744.270159314,567.2138778416394,17,8,106,Alto,Premium,1,1,Web,Sabado,6,8486,0
5572,2023-04-14,46,Masculino,Sur,Casado,640490.9772245137,576514.9136747636,2688318.090402515,580.1996990976596,102,17,84,Medio,Premium,4,1,App,Viernes,22,3191,0
5573,2021-08-11,76,Masculino,Norte,Casado,1253135.0879293536,289181.4581207975,2747849.547742562,618.1179223006884,108,7,58,Bajo,Estandar,1,0,Web,Viernes,19,1218,1
5574,2019-05-30,27,Otro,Centro,Soltero,375564.3601281396,262959.23153179884,1070703.3673473033,586.0092016441157,93,10,281,Medio,Premium,4,1,Tienda,Sabado,17,6517,0
5575,2019-09-01,42,Masculino,Sur,Divorciado,716725.4180408468,475607.0925546619,1277592.976934839,499.9813132220835,111,19,31,Bajo,Basico,2,1,Web,Miercoles,21,7508,1
5576,2021-06-21,25,Femenino,Norte,Casado,753258.1995818352,371190.6129725058,3392085.189356743,663.7506499634965,46,19,361,Bajo,Basico,4,0,App,Jueves,23,2322,1
5577,2020-07-29,25,Masculino,Centro,Soltero,642207.5392073744,220717.74263471612,2055621.5050248026,687.8998412619561,43,14,213,Alto,Premium,1,0,App,Jueves,1,8430,1
5578,2018-06-11,68,Otro,Centro,Divorciado,1320898.668688206,367166.824507822,1927834.4828237023,431.06029390361795,109,19,155,Alto,Estandar,1,1,App,Sabado,1,7204,0
5579,2020-03-05,62,Otro,Norte,Casado,617334.0909040697,,1822848.3673138723,707.6353124761802,52,11,103,Alto,Premium,2,1,App,Sabado,0,4928,0
5580,2018-01-16,21,Otro,Norte,Soltero,1117677.4803575329,735675.4766930242,32986.92746972921,603.288655249211,109,12,114,Alto,Basico,2,0,App,Viernes,5,5309,0
5581,2019-04-02,60,Femenino,Sur,Casado,340978.7804679382,300701.5562469572,3574062.4953866294,674.1690028526133,57,18,221,Bajo,Premium,4,0,App,Miercoles,6,9799,0
5582,2021-12-15,77,Femenino,Centro,Soltero,824271.5499510306,,2091857.1268904982,338.74102544643694,46,2,181,Medio,Estandar,4,0,Tienda,Domingo,15,4999,1
5583,2020-02-02,50,Otro,Norte,Soltero,863321.4738233994,405727.4979824514,1913111.8871764978,672.4962902672903,8,18,17,Medio,Estandar,2,1,App,Jueves,17,9707,0
5584,2019-04-21,75,Femenino,Sur,Divorciado,520448.0569024894,169295.39871334017,2138854.1616922277,512.3525195026731,45,1,324,Bajo,Basico,1,0,App,Lunes,0,4627,1
5585,2021-11-20,30,Femenino,Norte,Soltero,1063862.5395081798,348371.61400621216,2478020.322083798,475.4844297461085,60,3,46,Medio,Estandar,1,1,Tienda,Jueves,10,8823,0
5586,2020-03-17,70,Otro,Centro,Casado,946901.6911338225,397905.52045670914,1865813.979840893,813.851524318153,30,8,319,Alto,Basico,1,0,Tienda,Domingo,17,5612,0
5587,2018-01-21,78,Femenino,Centro,Soltero,456657.8208623183,442717.2833313551,2574249.2546003554,580.0810164888003,5,7,266,Bajo,Estandar,3,1,App,Martes,23,3328,1
5588,2023-06-04,74,Masculino,Sur,Divorciado,1025728.841969053,572792.1512066488,2483351.4143536203,497.2755118381065,25,16,165,Bajo,Estandar,4,1,Web,Domingo,13,8168,0
5589,2022-06-16,36,Masculino,Sur,Soltero,849167.4281658161,358145.2369493282,1058546.9886214787,600.6826333695861,57,15,119,Alto,Estandar,4,1,App,Miercoles,15,3598,0
5590,2020-11-22,34,Femenino,Norte,Soltero,937235.7405471054,637435.5948019845,2199763.393160538,575.9075362166565,43,12,357,Bajo,Premium,5,0,Tienda,Domingo,3,3623,0
5591,2023-03-18,55,Otro,Norte,Casado,876645.2335470864,781999.1886625219,2923292.345882899,694.073573085014,76,10,341,Alto,Basico,3,0,App,Martes,23,5964,1
5592,2020-11-13,22,Otro,Norte,Soltero,828700.4399860898,402887.5237494401,2265604.3489623973,574.9807703391062,39,12,65,Alto,Basico,5,1,Web,Domingo,0,5788,1
5593,2018-08-31,36,Otro,Norte,Divorciado,609907.8985347365,101516.57482716948,1003119.15664322,438.0299842631514,61,15,167,Bajo,Basico,5,0,Tienda,Domingo,15,4758,0
5594,2018-11-02,26,Otro,Norte,Casado,927541.8331367183,391857.45638795017,1435635.970261665,684.8007835840231,61,8,119,Alto,Estandar,5,0,Tienda,Martes,11,2786,0
5595,2018-02-03,35,Masculino,Norte,Soltero,1011778.8635747893,371647.265618166,1649092.584501281,853.026291415184,108,2,283,Bajo,Premium,5,1,Web,Lunes,19,9622,0
5596,2022-09-11,30,Otro,Sur,Casado,889324.0585624853,203388.7331981344,2390220.4559592037,467.2208031328899,98,9,342,Alto,Estandar,2,0,App,Viernes,16,2509,1
5597,2019-03-05,20,Femenino,Sur,Divorciado,854638.929778878,432154.1561382492,1391754.6134109613,625.2336927430346,110,8,287,Alto,Basico,3,1,Web,Domingo,9,1107,1
5598,2018-02-11,71,Otro,Centro,Divorciado,977602.4728824853,342141.88030015887,1893579.32038338,524.8851824530437,12,6,61,Alto,Premium,5,0,App,Viernes,1,5827,1
5599,2018-08-11,41,Femenino,Centro,Casado,61751.02128174214,221233.32992066018,1261719.5074265902,700.7287649882962,72,19,194,Bajo,Basico,3,0,Web,Martes,16,8659,1
5600,2018-01-10,39,Otro,Sur,Soltero,1028470.6247438779,466335.6980175796,1307650.977073782,692.1100968397952,99,2,29,Bajo,Estandar,3,1,App,Miercoles,7,1116,0
5601,2023-04-19,31,Femenino,Sur,Soltero,1007476.7920668946,763704.9358223474,2331019.8575148783,501.0479371569099,105,5,266,Alto,Premium,1,0,Web,Lunes,23,2496,1
5602,2020-06-25,21,Otro,Sur,Divorciado,789477.4094674579,454754.3825386026,2328943.996747982,696.8712482618246,93,18,329,Medio,Premium,5,0,Web,Martes,16,6047,1
5603,2021-07-11,67,Masculino,Sur,Divorciado,1131630.44540443,356294.97788041865,2097853.3112676567,456.21638554856946,38,1,329,Medio,Premium,5,0,App,Miercoles,20,7056,1
5604,2021-01-07,30,Otro,Norte,Soltero,982792.2700508237,568725.0175035293,933115.9073367354,536.5178090437561,35,5,82,Medio,Premium,2,1,Tienda,Sabado,19,4336,0
5605,2019-09-16,46,Masculino,Centro,Soltero,751176.1237836073,298329.1283359745,1329830.841779234,395.41598185310517,84,11,142,Bajo,Estandar,5,0,App,Viernes,15,4746,0
5606,2020-07-20,49,Femenino,Centro,Divorciado,910090.87474086,53751.730141832726,759331.2003514874,497.37082812815606,105,14,100,Medio,Basico,5,1,Web,Sabado,16,6395,0
5607,2022-06-15,63,Masculino,Norte,Casado,938614.6547894665,323550.0808529449,2774595.9159491765,720.8783218819457,8,2,236,Alto,Basico,4,1,Tienda,Jueves,10,9215,0
5608,2021-02-07,74,Otro,Centro,Divorciado,920481.5017446579,398337.68494465674,3327405.8976732753,547.8304510085741,101,19,358,Medio,Premium,2,0,Tienda,Jueves,12,5530,0
5609,2018-08-05,60,Masculino,Centro,Soltero,800068.742214196,404262.8355467633,940302.0598276181,600.9114328502934,119,14,192,Alto,Premium,3,0,App,Lunes,15,4069,1
5610,2021-03-30,19,Masculino,Norte,Casado,1061901.633183094,345137.2728971916,1869008.9997179382,672.388927280337,25,19,100,Alto,Estandar,4,1,Tienda,Lunes,22,8566,1
5611,2023-05-24,69,Otro,Sur,Divorciado,,662603.0631611685,1670109.8975703474,317.6921765897756,68,17,90,Medio,Premium,3,0,Tienda,Jueves,8,8443,1
5612,2019-02-24,27,Otro,Centro,Soltero,1129502.1666455832,718187.7540235217,2434905.1956919604,507.96520144467183,90,8,303,Alto,Basico,3,0,Tienda,Martes,0,3734,0
5613,2021-07-28,74,Femenino,Centro,Divorciado,982582.1546864302,302338.4244552485,2988361.546836221,634.8558917583919,14,8,238,Alto,Premium,4,0,Tienda,Domingo,15,7989,1
5614,2022-06-19,48,Femenino,Norte,Soltero,907690.4110764138,317476.10093635856,164211.0140967532,646.5186204712298,27,11,100,Alto,Basico,4,1,App,Miercoles,8,9614,0
5615,2022-01-16,35,Femenino,Centro,Divorciado,669214.457049961,86008.60512729746,2770287.0539073274,768.5736724188046,53,8,103,Medio,Estandar,1,1,Web,Viernes,15,2123,0
5616,2023-06-19,31,Otro,Centro,Divorciado,894767.3649359902,372878.6386154547,2749258.525045095,824.9346864175033,114,15,149,Medio,Estandar,2,1,App,Sabado,18,8249,0
5617,2019-09-11,19,Otro,Sur,Soltero,1130416.805901581,606706.6514973203,2516802.064904615,506.0835094927503,4,12,204,Bajo,Estandar,5,1,Web,Jueves,15,2383,1
5618,2019-12-05,63,Femenino,Centro,Soltero,724082.1826681219,534497.2149780039,2275699.0655739717,577.5056259160727,52,14,155,Alto,Estandar,4,1,Tienda,Martes,22,2195,0
5619,2020-09-06,46,Femenino,Centro,Soltero,751169.5390326565,499278.4712681384,2494999.8290177844,634.97918927088,109,16,194,Alto,Premium,2,0,Tienda,Domingo,11,4514,1
5620,2022-09-16,45,Femenino,Norte,Casado,699662.1655385095,484707.66414950753,1080480.8321266077,676.3348436796041,106,15,23,Bajo,Estandar,5,1,Web,Lunes,15,6910,0
5621,2021-06-09,59,Masculino,Norte,Soltero,863459.5435579052,527473.9048506682,2756505.719747631,537.359006356172,113,18,101,Alto,Basico,1,1,Tienda,Martes,8,4870,0
5622,2021-05-29,23,Femenino,Sur,Casado,1124890.8505046414,246110.34326302234,3048238.847008992,672.593698751516,40,18,121,Alto,Premium,5,0,App,Viernes,6,8495,0
5623,2022-12-09,78,Otro,Centro,Casado,1186190.3849430021,553776.8665762491,2002859.3109572576,609.237367319744,102,13,49,Bajo,Premium,4,0,App,Sabado,1,9655,0
5624,2020-04-27,68,Femenino,Norte,Soltero,1060927.6779625793,474892.1111214189,2848196.1306923265,739.0945172328878,27,18,306,Bajo,Estandar,4,1,Tienda,Miercoles,3,1863,1
5625,2021-06-21,71,Masculino,Centro,Soltero,1097785.4809917323,265433.48941862176,1621937.8606487561,718.6234529608174,13,5,53,Bajo,Estandar,4,0,App,Domingo,11,7648,1
5626,2020-11-05,46,Otro,Norte,Divorciado,502329.91237651557,308884.9737484879,2516663.0211888766,622.6073513361538,8,14,234,Bajo,Premium,2,1,App,Viernes,9,2406,0
5627,2022-04-16,39,Masculino,Centro,Divorciado,854214.9216199702,416840.55700857047,1788974.1742370224,637.1693918694898,85,6,349,Medio,Estandar,5,0,Web,Viernes,17,2410,0
5628,2022-06-15,79,Masculino,Sur,Divorciado,522272.4679745169,531352.9630943754,1889023.0004003213,545.6894354483875,4,9,90,Medio,Basico,4,1,Web,Domingo,16,3559,0
5629,2023-02-21,58,Masculino,Centro,Casado,994874.4972992106,397747.85207571887,3411551.3557696273,,97,2,156,Alto,Estandar,1,0,Web,Sabado,12,1401,0
5630,2020-04-05,69,Femenino,Centro,Divorciado,1073777.396176526,245488.07641143777,2007234.0521108021,698.811695941485,78,5,138,Medio,Premium,4,0,Web,Domingo,6,3937,0
5631,2021-05-27,70,Femenino,Sur,Soltero,819996.1919350335,534378.3444640638,1966431.1307700095,581.2057732677384,67,8,193,Medio,Premium,4,1,Web,Sabado,10,2193,1
5632,2020-08-11,33,Masculino,Sur,Soltero,662138.821114634,281803.9464690851,1387214.8560187467,626.1615090713103,62,19,294,Medio,Premium,2,0,Web,Miercoles,22,1738,0
5633,2020-09-15,66,Femenino,Centro,Soltero,972541.9407585966,430834.03241047,2702267.2270162315,467.91479092962595,77,6,210,Alto,Estandar,2,1,Web,Lunes,14,1693,0
5634,2021-03-21,68,Otro,Norte,Divorciado,506515.0111378539,483186.23968408507,2437468.0482118838,477.0611517186946,32,10,35,Bajo,Estandar,2,1,App,Sabado,8,9018,0
5635,2019-11-02,41,Femenino,Norte,Casado,755218.545836608,,402722.7039081736,,108,5,101,Alto,Basico,1,1,App,Domingo,17,8152,0
5636,2023-01-23,26,Femenino,Norte,Casado,935383.4153848472,337288.3239383417,3738865.9936096407,,7,3,213,Bajo,Estandar,4,1,Tienda,Sabado,2,4768,1
5637,2020-12-29,37,Otro,Norte,Soltero,1209608.573537185,429245.58394482266,2123827.794631563,627.4251380357464,3,6,114,Bajo,Basico,1,0,App,Viernes,18,6227,0
5638,2021-03-21,50,Otro,Sur,Soltero,,284768.8634097832,2738878.8633906385,420.3721937808457,71,3,49,Medio,Premium,2,0,Web,Martes,4,4171,0
5639,2018-07-18,65,Otro,Centro,Divorciado,702134.8216280127,556387.3096950476,2539029.1711634058,643.5433827458276,96,8,195,Bajo,Basico,5,1,App,Domingo,12,6255,0
5640,2022-07-13,64,Femenino,Norte,Divorciado,1256161.6832722449,371891.5556521867,1579321.3342804816,613.0844124645712,8,2,309,Alto,Estandar,2,0,Tienda,Viernes,21,8978,1
5641,2018-07-17,21,Femenino,Centro,Soltero,,518292.3214993918,2341424.775445777,472.68931507164524,80,18,153,Medio,Basico,3,0,Tienda,Viernes,11,9504,0
5642,2018-11-07,38,Masculino,Norte,Casado,842769.8271974023,476195.4098928908,1427507.113818361,686.5913699092879,99,8,237,Bajo,Estandar,2,0,Web,Jueves,7,4187,0
5643,2022-11-10,61,Masculino,Sur,Casado,796006.5868627721,302656.0074156571,2764078.7303057658,645.3487168495941,109,16,362,Bajo,Estandar,5,1,Web,Martes,8,5644,1
5644,2023-04-30,50,Masculino,Norte,Divorciado,1199731.5554368105,511885.55010724015,1527681.0139518937,625.5201478738605,93,11,314,Bajo,Premium,3,1,Web,Lunes,3,1549,1
5645,2021-06-24,74,Masculino,Norte,Soltero,824631.1514675088,671552.0698026451,1745562.1344230792,574.2445753323666,58,5,71,Alto,Estandar,4,0,Tienda,Sabado,9,5071,0
5646,2022-01-29,46,Masculino,Sur,Soltero,51686.434408297064,259784.207574774,1698439.8805132513,702.3139151211584,9,1,275,Bajo,Estandar,4,0,Web,Domingo,5,8346,1
5647,2023-03-22,70,Otro,Norte,Soltero,658220.4392279458,346707.66479732504,1108354.4942500829,764.4652783651395,87,5,312,Bajo,Estandar,5,0,Tienda,Viernes,16,7159,1
5648,2019-02-01,28,Femenino,Norte,Divorciado,,84494.26327739807,787983.0552586862,549.6336185104761,46,13,117,Bajo,Premium,1,0,App,Miercoles,3,1491,1
5649,2020-09-09,46,Otro,Centro,Soltero,931930.0972132094,301760.606969903,1665580.378895615,661.9214063328845,114,2,84,Medio,Premium,5,1,Web,Jueves,20,1051,0
5650,2020-08-03,38,Masculino,Sur,Casado,462788.00765818247,430110.31504793814,1760381.720192044,669.9593753516575,88,14,122,Alto,Basico,4,1,Tienda,Lunes,10,4821,0
5651,2023-06-16,36,Masculino,Norte,Soltero,765786.7024407652,351683.2927186732,1292036.5017155167,534.5117593511523,48,9,240,Bajo,Basico,4,1,Web,Sabado,11,4372,0
5652,2019-12-07,61,Femenino,Centro,Casado,1033666.6755281005,525456.3038453152,3189001.9347816836,642.8426592462251,54,11,119,Medio,Estandar,1,0,Web,Domingo,19,3745,0
5653,2022-07-24,20,Otro,Centro,Soltero,,485442.5680362561,3503644.220810526,527.8648576165936,82,17,341,Bajo,Basico,1,0,App,Martes,20,1139,1
5654,2019-05-26,72,Otro,Norte,Divorciado,732754.4973233939,413092.9928559313,1345445.85648017,709.7495940855745,59,13,212,Alto,Basico,5,0,Web,Miercoles,5,1944,1
5655,2020-10-04,71,Femenino,Centro,Divorciado,901035.7096150419,538897.9269044406,2094793.382605629,,11,13,137,Alto,Basico,5,1,App,Jueves,18,3324,0
5656,2018-09-25,53,Otro,Sur,Divorciado,655975.4885209773,369697.2838821619,6752452.381441977,677.2858462677682,51,19,52,Medio,Basico,1,0,Tienda,Sabado,12,7581,0
5657,2021-06-25,18,Otro,Centro,Divorciado,533343.5442150766,328709.4404938457,2902482.7303727996,515.942727454609,111,13,339,Alto,Basico,3,1,Web,Viernes,22,7873,1
5658,2020-08-25,76,Otro,Norte,Soltero,1022841.045222854,536131.0417787555,1508986.8009810362,577.8688313887616,77,16,51,Alto,Estandar,3,1,Web,Sabado,3,6356,0
5659,2020-11-28,53,Femenino,Centro,Divorciado,989848.6983203534,506495.5353465484,1957963.0933367214,534.8890708279113,86,13,319,Medio,Premium,1,1,Web,Viernes,11,4315,1
5660,2020-09-18,26,Masculino,Norte,Casado,818057.9001846995,407721.3606605822,3051647.6925947345,830.632172117887,48,16,114,Bajo,Premium,2,1,App,Lunes,10,8624,0
5661,2022-02-13,58,Masculino,Sur,Divorciado,1063620.2537818195,372136.15694847057,2611270.617023194,669.8849388411355,82,14,258,Alto,Estandar,2,0,Web,Viernes,5,3014,1
5662,2018-02-19,44,Otro,Sur,Divorciado,856137.1216134257,293640.55692460196,2556420.899315331,712.830104242858,92,1,194,Alto,Basico,1,0,Tienda,Sabado,2,5492,0
5663,2023-06-16,68,Otro,Sur,Soltero,839828.9424510729,231860.1583047409,3588167.9700132916,552.5561304502677,31,3,102,Medio,Basico,4,0,App,Miercoles,10,4830,1
5664,2019-11-18,37,Masculino,Sur,Divorciado,740127.6895249289,368974.2406840459,1147414.949823473,594.0064807153499,23,2,82,Bajo,Basico,5,1,Web,Domingo,9,6982,0
5665,2019-03-04,26,Masculino,Norte,Divorciado,813159.5870412579,216543.72665736228,1644004.2858320894,678.1404607278562,105,5,257,Bajo,Premium,4,1,App,Lunes,18,7254,1
5666,2018-03-26,53,Femenino,Sur,Divorciado,856275.448941901,475498.0569436057,1908910.7720395853,402.3889794489447,94,2,194,Bajo,Premium,3,1,Tienda,Jueves,10,9730,1
5667,2022-05-31,50,Masculino,Centro,Divorciado,36085.36854713154,447435.52617307164,1569211.5467999666,603.6277236238687,54,6,111,Alto,Basico,4,1,Tienda,Domingo,23,5954,0
5668,2020-08-31,40,Masculino,Norte,Casado,861145.7416703128,,2503707.0012053745,796.1316450086567,22,4,128,Alto,Estandar,5,0,Tienda,Sabado,16,4062,1
5669,2020-11-27,43,Femenino,Norte,Casado,340637.23514208395,454815.5322908835,2313188.804817886,620.4596477403603,94,10,183,Alto,Premium,2,1,Tienda,Lunes,10,4721,0
5670,2021-05-29,76,Masculino,Sur,Casado,716330.7481217699,512920.90207578155,1584943.7348616617,283.381963826768,57,3,128,Medio,Basico,3,1,Web,Martes,16,1922,1
5671,2020-04-06,59,Masculino,Norte,Divorciado,745464.9478952881,475730.0410516735,2041946.7748983973,629.5605093995117,24,16,267,Alto,Basico,2,0,Tienda,Domingo,9,8042,0
5672,2022-08-31,78,Otro,Centro,Casado,863171.1578699693,359802.0380358466,1979420.6915383174,502.613630972297,90,12,65,Alto,Estandar,2,0,Tienda,Lunes,9,1322,0
5673,2022-07-11,18,Otro,Norte,Soltero,858644.1623449494,336618.3037134613,3335196.682569965,427.9310739494352,98,9,163,Bajo,Basico,3,1,Web,Jueves,22,1334,1
5674,2021-04-14,30,Otro,Sur,Casado,434325.04426127835,87402.42597317387,3252418.0102030905,549.037327625114,8,12,236,Bajo,Estandar,4,1,App,Lunes,3,3632,1
